CS301,Formal Language and Automata,3-0-0,6,CORE,F
CS331,Programming Language,3-0-2,8,CORE,F
CS344,Databases,3-0-0,6,CORE,F
CS345,Databases Laboratory,0-1-3,5,CORE,F
